1.73788	1.02764
1.72102	0.906501
1.51857	1.1224
1.60342	1.05415
1.88697	1.03932
1.59464	1.1718
1.77469	0.810735
1.82027	1.0313
1.66191	0.793858
1.71508	0.853183
1.8771	1.06286
1.87677	0.86969
1.60033	0.946941
1.92147	0.993717
1.81922	0.955959
1.57108	0.989938
1.97936	0.971168
1.79877	1.16289
1.55213	1.26167
1.88476	0.845334
1.73226	0.910129
1.73871	0.869187
1.91218	1.0905
1.96295	0.87732
1.91992	0.914929
1.92802	0.973971
1.79121	0.948338
1.95097	0.973089
1.62386	1.09312
1.85579	1.13494
1.59615	1.03396
1.7448	1.11138
1.72271	1.14585
1.50106	1.16796
1.61475	1.03819
1.84196	1.08619
1.79984	0.946271
1.68894	0.997003
1.43361	0.929751
1.7424	1.02317
1.76704	0.969663
1.75621	0.839595
1.89024	0.846668
1.88734	1.01507
1.4959	0.895301
1.94642	0.989997
1.63203	0.975506
1.85681	0.984957
1.82547	0.98241
1.91009	1.17877
1.89437	1.08952
1.80924	1.02971
1.52868	1.23562
1.84727	1.04783
1.87807	0.838572
1.64951	0.987395
1.92169	0.978846
1.9647	0.896105
1.77179	0.997798
1.66017	1.04338
1.78377	1.04501
1.87031	0.979598
1.72451	1.32324
1.6553	1.28002
1.65097	1.03016
1.98579	1.239
1.42807	0.855195
1.69116	0.981605
1.42999	0.952963
1.69656	0.996193
1.94845	1.08644
1.77931	1.07524
1.69003	0.94693
1.92464	0.918902
1.5717	0.98762
1.54574	1.23522
1.4119	1.03873
1.88281	1.05724
1.97141	0.962746
1.59265	0.932741
1.94291	1.01658
1.73967	0.864314
1.92154	0.84705
1.92342	0.965318
1.66113	1.01094
1.42811	1.07185
1.60321	1.28066
1.52649	1.2261
1.93138	0.994112
1.92524	0.83964
1.63122	1.06126
1.93086	0.920133
1.77265	0.918043
1.70248	1.19745
1.74634	0.889238
1.66904	0.871482
1.49797	1.01376
1.79818	1.16858
1.47249	0.900761
1.62802	0.993677
1.52068	1.04365
1.89895	0.963717
1.65151	1.24287
1.79799	1.04144
1.91668	1.00038
1.88538	0.902457
1.44732	0.889129
1.89478	1.09629
1.88411	0.886934
1.97227	0.938745
1.39928	1.0219
1.58573	1.26412
1.91485	0.869962
1.6351	1.25101
1.9053	1.10095
1.50627	0.861778
1.69737	0.867425
1.59976	1.12071
1.81948	0.939827
1.84193	0.877997
1.95216	1.18555
1.83768	1.09329
1.70005	1.12638
1.55062	1.21571
1.80961	0.850119
1.38892	1.06446
1.7216	0.987157
1.90711	1.12723
1.94105	1.02647
1.89443	1.11526
1.88502	0.89388
1.88546	1.00794
1.90491	1.26295
1.70634	1.05863
1.84194	1.03182
1.6796	0.930274
1.57318	1.05779
1.66376	0.947573
1.88522	1.09874
1.91179	1.11084
1.71126	0.862804
1.81753	1.36226
1.70134	0.89809
1.90722	0.895566
1.7641	0.9123
1.78063	0.928315
1.8349	0.878876
1.61137	1.17919
1.40717	1.15706
1.84259	0.980103
1.95151	1.08141
1.68222	0.943783
1.82428	1.0502
1.60189	1.18538
2.00459	1.28216
1.91985	0.78563
1.74302	0.926679
1.92698	0.951179
1.99519	1.15502
1.45911	1.12535
1.50614	1.00599
1.79729	0.93439
1.97486	1.13494
1.89455	0.994712
1.48457	0.961432
1.96195	1.00999
1.4705	0.882037
1.78143	1.04479
1.91501	1.02853
1.87216	1.13802
1.83546	0.780089
1.83852	0.944934
1.64532	1.09777
1.72298	1.03074
1.79632	0.918284
1.84808	0.890708
1.75146	1.31869
1.58747	1.20633
1.78588	0.863208
1.69676	1.02198
1.60036	1.07287
1.76479	1.26596
1.72077	1.18376
1.81064	1.26527
1.92496	0.985463
1.52994	0.923363
1.77244	0.976016
1.93138	0.955777
1.67932	1.1244
1.88331	0.927541
1.93257	0.988037
1.69033	0.942452
1.85459	1.11453
1.58746	1.0235
1.50166	0.840163
1.67172	1.25686
1.70482	1.02122
1.89121	0.975135
1.87452	1.02581
1.85641	1.14479
1.83689	0.979461
1.49119	1.08958
1.88026	1.06422
1.62624	0.818892
1.46404	1.1917
1.83143	1.07487
1.84961	1.09834
1.65774	1.00962
1.61253	1.13209
1.80468	1.05451
1.73273	1.28245
1.8989	1.12632
1.65322	1.14026
1.53929	1.14742
1.5178	0.905381
1.62019	1.24451
1.93389	1.09023
1.54938	0.997301
1.77365	0.99042
1.59745	1.05795
1.56942	0.774855
1.6747	0.872744
1.9477	1.1229
1.86423	0.954635
1.95395	1.0087
1.77677	0.963582
1.91293	1.09488
1.49829	0.966758
1.77025	0.967506
1.75515	1.21229
1.84739	1.23184
1.65806	1.13207
1.52091	1.20845
1.90926	0.918909
1.93837	0.995797
1.76986	1.33008
1.92483	0.939544
1.92386	0.739535
1.91848	0.966666
1.62716	1.16391
1.66866	1.17276
1.65201	0.749246
1.86252	0.939858
1.56746	1.10522
1.77459	0.947398
1.90595	0.894307
1.43637	1.03805
1.79444	1.08338
1.88242	0.967666
1.92157	0.930171
1.87529	1.15487
1.96027	0.976004
1.91011	0.992382
1.81137	0.924876
1.97443	1.06168
1.94938	0.93543
1.79644	0.926377
1.51639	1.01787
