1.51762	1.58136
1.37651	1.79484
1.81553	1.8527
1.31917	1.87413
1.04023	0.947008
2.4334	1.02207
1.82656	1.79693
1.05849	0.801833
0.926426	1.06191
1.15925	1.33864
1.63372	1.84451
1.39069	1.4923
1.73788	1.02764
0.955906	1.11328
1.72102	0.906501
1.5682	1.32732
1.84136	1.4499
0.978328	0.914809
1.17595	1.24246
1.60562	1.68012
0.954474	1.1134
2.42561	1.03604
1.51857	1.1224
1.60342	1.05415
1.44843	1.42165
1.88697	1.03932
0.940309	1.02883
0.92902	0.892256
1.59464	1.1718
1.29244	1.61074
0.87411	1.07784
1.07959	0.641143
0.855648	1.19742
1.77469	0.810735
1.0392	0.865933
1.04687	1.24573
1.82027	1.0313
1.66191	0.793858
0.860186	1.28923
2.19764	0.902654
1.06281	0.819717
1.53487	1.59948
2.2022	0.971884
1.4852	1.28388
1.4108	1.23637
0.968226	1.03707
1.39016	1.15682
1.28921	0.985061
1.24964	1.53628
2.34944	0.908462
2.06652	0.876843
1.43476	1.23318
1.71508	0.853183
1.31944	1.48927
2.03678	0.85377
1.65517	1.76566
1.35482	1.79441
1.8771	1.06286
1.24318	1.38037
1.43607	1.47833
1.47016	1.46874
1.04151	1.06545
0.892424	1.1334
1.87677	0.86969
2.23761	0.946358
1.51403	1.26255
0.957437	0.874906
1.34581	0.96387
0.897552	1.25148
2.34691	1.16191
1.43638	1.39058
0.944593	1.10005
2.22186	0.921044
1.55066	1.58963
1.49028	1.67262
2.20462	0.928839
0.929387	1.31647
1.58564	1.41835
1.60033	0.946941
1.23456	1.33372
1.74219	1.73538
1.42904	1.52553
0.989688	1.07229
1.92147	0.993717
1.81922	0.955959
0.947482	0.990756
0.943757	0.706016
1.07092	0.512028
1.18902	0.774913
1.03563	0.968566
2.21166	1.00265
1.35712	1.74658
1.57108	0.989938
1.97936	0.971168
1.65428	1.68966
0.892005	0.876266
1.65836	1.56179
2.3209	0.936905
2.06577	0.8876
1.41494	1.67163
0.947674	1.20966
1.98606	0.937008
1.79877	1.16289
2.06216	1.02923
1.41717	1.63671
2.11657	0.903192
1.55213	1.26167
1.88476	0.845334
1.68242	1.79964
0.894025	1.10775
1.20093	1.42217
1.81097	1.67929
2.09151	0.967945
0.899092	1.0414
1.05766	0.621747
1.04085	1.00019
1.08727	1.17473
1.36542	1.51776
2.01015	0.822135
1.36726	1.50464
1.32957	1.69674
2.02088	1.0427
1.59259	1.44084
2.28832	1.07593
1.73226	0.910129
1.64212	1.51308
1.6754	1.59115
1.73871	0.869187
0.924622	1.66421
0.910918	0.938961
1.80215	1.84881
1.91218	1.0905
0.87665	0.890406
1.48605	1.64152
1.02717	0.868388
1.09489	1.23454
0.918487	1.23951
1.96295	0.87732
0.982214	1.32734
1.61188	1.65251
0.963499	1.00019
0.986364	0.677712
0.899983	0.745823
2.18073	1.05879
1.91992	0.914929
1.07325	1.87578
1.68646	1.35903
1.43153	1.49896
1.06325	0.987819
1.70604	1.48791
1.07808	1.2863
2.25302	0.938327
0.936236	1.01513
1.6003	1.5006
1.03722	1.49679
1.32007	1.6106
0.86546	0.969475
1.92802	0.973971
1.09719	0.955609
1.04456	1.33935
1.79121	0.948338
1.34875	1.36263
1.61682	1.68689
1.95097	0.973089
1.55998	1.49275
1.62386	1.09312
2.1069	1.02765
1.52582	1.48165
2.09446	1.0999
1.85579	1.13494
1.59615	1.03396
0.972096	0.920669
1.7448	1.11138
1.30038	1.58116
0.901649	1.17361
1.25939	1.80869
1.72271	1.14585
1.74607	1.4494
1.42831	1.64359
1.00145	0.767413
1.07945	1.00485
1.42126	1.63907
2.29717	1.11
1.11375	1.12413
2.27746	0.937309
1.65295	1.46872
1.25996	1.50914
1.50106	1.16796
2.20798	0.929044
1.50344	1.63403
1.61475	1.03819
0.994094	1.20756
1.9935	1.06008
1.84196	1.08619
1.79984	0.946271
1.68894	0.997003
1.61168	1.64024
1.03664	1.0759
1.43361	0.929751
1.08273	0.940894
1.41211	1.20121
1.1827	0.871019
1.7424	1.02317
1.97195	0.735958
2.10415	1.40707
1.76704	0.969663
1.07536	0.778099
2.50049	1.0774
1.03932	1.08138
1.04876	0.19064
2.40947	1.00175
1.75621	0.839595
1.22809	1.76895
2.46149	0.928266
2.05359	0.876321
0.941463	1.25294
1.89024	0.846668
1.63943	1.64694
2.20396	0.817983
1.88734	1.01507
1.08415	0.545434
1.49516	1.32222
2.07525	1.03988
1.01415	0.954179
